TEAM_ID,MISSION_TIME,PACKET_COUNT,PACKET_TYPE,TP_ALTITUDE,TP_TEMP,TP_VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,POINTING_ERROR,TP_SOFTWARE_STATE
1004,05:41:50.71,77,T,263.5,17.0,7.16,0.095133,0.04809,0.084948,0.058573,0.097789,0.095502,0.003755,0.097114,0.028735,9.6,1
1004,05:41:50.78,78,T,262.9,17.8,7.2,0.062881,0.016552,0.073183,0.011926,0.030088,0.012778,0.070513,0.049617,0.000364,5.9,1
1004,05:41:50.88,79,T,262.1,17.4,7.2,0.035521,0.02457,0.019232,0.07408,0.050929,0.098961,0.005652,0.074165,0.017773,-13.3,1
1004,05:41:51.53,81,T,262.0,17.3,7.05,0.055092,0.022636,0.043278,0.069772,0.052282,0.027158,0.022971,0.068344,0.029103,6.3,1
1004,05:41:51.87,82,T,260.4,17.6,7.03,0.062896,0.030602,0.013146,0.049463,0.047884,0.070533,0.064106,0.005653,0.068206,-3.1,1
1004,05:41:51.90,83,T,258.0,17.1,7.31,0.04564,0.024208,0.04333,0.081131,0.028637,0.034231,0.064754,0.095419,0.086109,18.5,1
1004,05:41:51.93,84,T,257.7,17.6,7.16,0.056089,0.038537,0.038522,0.014014,0.011911,0.079908,0.087919,0.099111,0.019811,11.0,1
1004,05:41:52.64,86,T,256.7,17.4,7.06,0.029666,0.031341,0.015967,0.006601,0.009778,0.033791,0.04851,0.022606,0.061586,-8.1,1
1004,05:41:52.67,87,T,256.5,17.4,7.31,0.088034,0.009402,0.073682,0.027971,0.008319,0.088294,0.041862,0.017799,0.085631,13.1,1
1004,05:41:52.88,88,T,256.4,17.0,7.2,0.024184,0.026836,0.017784,0.043163,0.034813,0.072645,0.043546,0.040182,0.000577,18.5,1
1004,05:41:52.89,89,T,254.7,17.4,7.08,0.062988,0.044888,0.040602,0.049903,0.038658,0.057948,0.02035,0.036597,0.050208,0.8,1
1004,05:41:53.61,91,T,252.2,17.9,7.22,0.034884,0.071554,0.03198,0.063043,0.018247,0.009753,0.086025,0.027903,0.006678,-17.8,1
1004,05:41:53.66,92,T,251.9,17.4,7.13,0.048821,0.015985,0.092468,0.075824,0.081767,0.084911,0.027843,0.024551,0.028213,-9.9,1
1004,05:41:53.68,93,T,250.9,17.5,7.39,0.017429,0.045419,0.047057,0.00347,0.054648,0.079127,0.007241,0.058012,0.041554,-13.1,1
1004,05:41:53.77,94,T,250.5,17.4,7.16,0.076301,0.012842,0.015672,0.035922,0.02869,0.071413,0.041,0.066343,0.009912,9.7,1
1004,05:41:54.50,96,T,246.6,17.3,7.38,0.044494,0.091324,0.003076,0.016706,0.014618,0.077623,0.059203,0.04016,0.041855,15.2,1
1004,05:41:54.56,97,T,246.4,17.2,7.05,0.025448,0.089737,0.000549,0.05894,0.097188,0.078294,0.00034,0.01242,0.07962,-6.4,1
1004,05:41:54.84,98,T,243.4,17.5,7.16,0.028601,0.040566,0.018752,0.010992,0.032599,0.039496,0.01499,0.070689,0.03839,8.7,1
1004,05:41:54.99,99,T,243.2,17.6,7.23,0.031487,0.032181,0.044796,0.057963,0.033176,0.0261,0.071004,0.031384,0.06804,8.0,1
1004,05:41:55.98,101,T,242.6,17.5,7.04,0.093226,0.031014,0.026115,0.087314,0.077566,0.03832,0.02756,0.060046,0.039863,-3.5,1
1004,05:41:55.98,102,T,239.9,17.4,7.22,0.08003,0.046535,0.02885,0.015977,0.025034,0.050288,0.031902,0.016623,0.031681,-1.5,1
1004,05:41:55.98,103,T,238.2,17.2,7.33,0.084794,0.023363,0.072615,0.019618,0.018913,0.088641,0.080721,0.053433,0.004048,1.1,1
1004,05:41:55.99,104,T,238.1,17.5,7.08,0.068239,0.029855,0.016695,0.053281,0.017295,0.075372,0.053307,0.011707,0.033993,2.1,1
1004,05:41:56.71,106,T,237.3,17.7,7.29,0.072269,0.075502,0.039905,0.071822,0.062414,0.016684,0.022008,0.062667,0.029604,11.0,1
1004,05:41:56.75,107,T,235.7,17.9,7.23,0.098947,0.059227,0.043371,0.055974,0.031044,0.071676,0.003666,0.078438,0.04356,-16.8,1
1004,05:41:56.76,108,T,235.0,17.3,7.13,0.046778,0.046036,0.048812,0.047412,0.064498,0.020464,0.058073,0.025854,0.038421,-5.6,1
1004,05:41:56.93,109,T,233.8,17.1,7.04,0.024271,0.001914,0.079472,0.015604,0.023123,0.016386,0.020392,0.045008,0.086924,18.6,1
1004,05:41:57.38,111,T,231.7,17.5,7.11,0.028342,0.016045,0.057031,0.084627,0.099497,0.099233,0.027396,0.057058,0.031758,15.0,1
1004,05:41:57.61,112,T,230.6,17.2,7.17,0.001886,0.009809,0.099066,0.011598,0.029084,0.018559,0.067507,0.024315,0.014943,-17.7,1
1004,05:41:57.67,113,T,230.1,17.6,7.15,0.027186,0.066249,0.058786,0.07658,0.062199,0.001569,0.076773,0.050486,0.041994,-18.9,1
1004,05:41:57.75,114,T,229.7,17.5,7.27,0.073255,0.024399,0.028678,0.005728,0.040616,0.064615,0.004495,0.046998,0.021875,8.6,1
1004,05:41:58.76,116,T,228.9,17.4,7.39,0.051157,0.024234,0.010996,0.048508,0.05198,0.088174,0.063342,0.014097,0.068352,13.1,1
1004,05:41:58.78,117,T,226.4,17.9,7.26,0.01721,0.009752,0.073253,0.069016,0.002194,0.046204,0.031153,0.029367,0.078745,-2.6,1
1004,05:41:58.95,118,T,226.0,17.7,7.12,0.015423,0.050061,0.013282,0.078264,0.045305,0.081241,0.042336,0.07659,0.002745,-16.0,1
1004,05:41:58.95,119,T,224.9,17.3,7.19,0.040986,0.048154,0.017619,0.032273,0.033479,0.027427,0.028366,0.046492,0.066814,4.3,1
1004,05:41:59.86,121,T,223.9,17.7,7.34,0.091121,0.043427,0.034687,0.078464,0.087255,0.086605,0.076099,0.048168,0.007619,-11.7,1
1004,05:41:59.91,122,T,221.8,17.4,7.35,0.062594,0.091805,0.001357,0.034013,0.023828,0.03247,0.058777,0.030423,0.0041,-8.6,1
1004,05:41:59.93,123,T,221.4,17.4,7.11,0.061974,0.013072,0.051456,0.002708,0.068468,0.049588,0.07502,0.014633,0.037844,3.2,1
1004,05:41:59.98,124,T,218.0,17.7,7.39,0.088382,0.001089,0.05159,0.075755,0.047143,0.090376,0.019651,0.028041,0.019659,17.2,1
1004,05:42:00.87,126,T,217.1,17.3,7.15,0.050344,0.076129,0.077208,0.044914,0.05883,0.069886,0.091013,0.070856,0.029996,-10.2,1
1004,05:42:00.93,127,T,216.2,17.6,7.0,0.026941,0.062076,0.031451,0.063842,0.077074,0.05306,0.004946,0.06674,0.027796,5.3,1
1004,05:42:00.95,128,T,214.2,17.5,7.25,0.04199,0.052145,0.037674,0.051296,0.030225,0.050167,0.072194,0.064118,0.015383,-6.3,1
1004,05:42:00.98,129,T,213.1,17.6,7.23,0.083278,0.085543,0.01938,0.085463,0.061789,0.091519,0.088078,0.050861,0.099266,4.3,1
1004,05:42:01.04,131,T,212.7,17.0,7.04,0.025881,0.03202,0.05968,0.078655,0.017795,0.078147,0.093386,0.083135,0.010277,17.1,1
1004,05:42:01.07,132,T,211.3,17.4,7.06,0.052454,0.035503,0.040667,0.063034,0.046068,0.065356,0.014863,0.069844,0.041782,-8.7,1
1004,05:42:01.57,133,T,210.7,17.9,7.01,0.007914,0.086475,0.071202,0.04627,0.027539,0.041365,0.059683,0.011735,0.066353,-0.1,1
1004,05:42:01.66,134,T,209.6,17.3,7.24,0.092165,0.083054,0.04335,0.06089,0.08304,0.053341,0.004177,0.023403,0.05308,-16.2,1
1004,05:42:02.54,136,T,208.3,17.2,7.02,0.084795,0.018559,0.028051,0.065893,0.070613,0.071626,0.052278,0.059789,0.059493,1.9,1
1004,05:42:02.69,137,T,206.9,17.7,7.37,0.022829,0.023215,0.042685,0.063114,0.014347,0.093703,0.089362,0.009584,0.060181,7.9,1
1004,05:42:02.77,138,T,205.6,17.4,7.18,0.013943,0.094559,0.055842,0.025574,0.052038,0.088508,0.055743,0.077456,0.098326,15.8,1
1004,05:42:02.93,139,T,205.5,17.7,7.15,0.084171,0.010637,0.064709,0.068549,0.033969,0.081339,0.041135,0.022022,0.005227,-16.4,1
1004,05:42:03.12,141,T,200.7,17.3,7.27,0.008958,0.057469,0.025059,0.096613,0.018572,0.007102,0.029047,0.063395,0.038514,-8.6,1
1004,05:42:03.13,142,T,199.8,17.2,7.03,0.058854,0.02487,0.050954,0.022843,0.015462,0.016353,0.015281,0.053763,0.071982,-2.5,1
1004,05:42:03.14,143,T,199.0,17.4,7.08,0.025831,0.036952,0.030989,0.083681,0.085608,0.097176,0.074894,0.08447,0.084779,-7.0,1
1004,05:42:03.96,144,T,198.2,17.2,7.13,0.04074,0.046413,0.01769,0.021436,0.050219,0.062097,0.056884,0.044411,0.020679,-0.3,1
1004,05:42:04.40,146,T,196.5,17.9,7.17,0.099809,0.023145,0.078437,0.006703,0.024909,0.047132,0.092143,0.080453,0.017943,18.8,1
1004,05:42:04.42,147,T,194.9,17.6,7.02,0.071939,0.086939,0.098449,0.058723,0.018774,0.010994,0.088192,0.005842,0.018569,-11.0,1
1004,05:42:04.85,148,T,194.5,17.9,7.1,0.049844,0.094849,0.026796,0.059023,0.03444,0.045281,0.038585,0.036819,0.077694,-6.2,1
1004,05:42:04.88,149,T,194.3,17.3,7.39,0.092265,0.009524,0.020067,0.09937,0.008559,0.071794,0.030396,0.085454,0.073348,12.3,1
1004,05:42:05.82,151,T,192.0,17.7,7.25,0.037686,0.049666,0.033975,0.010753,0.050796,0.039566,0.014461,0.061996,0.050299,2.1,1
1004,05:42:05.86,152,T,190.2,17.7,7.25,0.019448,0.058677,0.09558,0.020768,0.044076,0.053467,0.030499,0.061669,0.06857,13.3,1
1004,05:42:05.88,153,T,189.8,17.4,7.39,0.078161,0.064405,0.044466,0.065195,0.038487,0.008745,0.011499,0.052377,0.047169,-12.5,1
1004,05:42:05.95,154,T,189.8,17.6,7.13,0.065224,0.024447,0.083425,0.059279,0.051638,0.069461,0.034738,0.030539,0.079871,7.3,1
1004,05:42:06.48,156,T,187.5,17.6,7.19,0.054018,0.051782,0.025996,0.067901,0.009956,0.07102,0.023411,0.066045,0.026204,1.0,1
1004,05:42:06.64,157,T,186.7,17.5,7.22,0.008398,0.002308,0.0922,0.081194,0.015833,0.006475,0.007313,0.044487,0.0909,-12.1,1
1004,05:42:06.92,158,T,185.0,17.6,7.06,0.054843,0.087763,0.054745,0.098415,0.051169,0.028296,0.075773,0.000899,0.022347,15.9,1
1004,05:42:06.98,159,T,184.8,17.7,7.24,0.036463,0.028466,0.012402,0.069495,0.050317,0.01516,0.049305,0.014294,0.031144,-4.7,1
1004,05:42:07.07,161,T,182.3,17.9,7.35,0.001319,0.091663,0.091053,0.018441,0.059732,0.083512,0.081449,0.057171,0.041998,7.2,1
1004,05:42:07.66,162,T,181.6,17.6,7.14,0.090652,0.000712,0.093185,0.035059,0.076784,0.026699,0.094469,0.033683,0.052284,-13.5,1
1004,05:42:07.71,163,T,180.8,17.7,7.11,0.085044,0.012083,0.061825,0.088492,0.017309,0.09933,0.045794,0.027644,0.057563,15.2,1
1004,05:42:07.80,164,T,179.5,17.6,7.28,0.063929,0.025709,0.060845,0.009465,0.076462,0.053199,0.061823,0.058644,0.039215,-6.6,1
1004,05:42:08.15,166,T,177.5,17.3,7.11,0.086005,0.01404,0.012577,0.013104,0.044194,0.011701,0.042236,0.092377,0.026795,-7.7,1
1004,05:42:08.51,167,T,177.1,17.4,7.31,0.061115,0.063657,0.020334,0.092205,0.088208,0.069751,0.078391,0.035021,0.057672,-17.3,1
1004,05:42:08.65,168,T,176.0,17.7,7.08,0.081665,0.041553,0.017267,0.024735,0.030866,0.035046,0.053594,0.074661,0.012213,0.5,1
1004,05:42:08.93,169,T,174.3,17.3,7.01,0.07039,0.076085,0.075816,0.073488,0.047664,0.065901,0.056894,0.010575,0.090917,11.9,1
1004,05:42:09.93,171,T,170.5,17.3,7.27,0.067767,0.05076,0.05039,0.007202,0.064714,0.054927,0.032803,0.067908,0.010251,5.3,1
1004,05:42:09.96,172,T,170.3,17.3,7.2,0.044267,0.068383,0.083974,0.08782,0.094202,0.055112,0.070378,0.005216,0.034494,12.9,1
1004,05:42:09.97,173,T,169.6,17.9,7.21,0.071755,0.068611,0.048275,0.047229,0.086575,0.099453,0.082121,0.089139,0.006039,-12.6,1
1004,05:42:09.97,174,T,168.9,17.5,7.04,0.039304,0.012272,0.066046,0.011253,0.000369,0.082038,0.018311,0.095135,0.077177,12.2,1
1004,05:42:10.63,176,T,167.7,17.6,7.02,0.044305,0.023745,0.047272,0.058179,0.031251,0.014726,0.064815,0.025755,0.019318,7.7,1
1004,05:42:10.89,177,T,166.2,17.8,7.32,0.002229,0.017933,0.069933,0.008672,0.056531,0.016675,0.092424,0.000315,0.064287,17.6,1
1004,05:42:10.91,178,T,165.6,17.2,7.04,0.070668,0.088998,0.060715,0.036608,0.095836,0.040843,0.084306,0.034249,0.05238,-0.6,1
1004,05:42:10.99,179,T,164.1,17.6,7.21,0.044113,0.025663,0.035977,0.040037,0.055909,0.014632,0.012252,0.015948,0.027594,-5.8,1
1004,05:42:11.67,181,T,159.8,17.9,7.15,0.046497,0.078758,0.052837,0.081835,0.035425,0.016735,0.005876,0.0635,0.013859,20.0,1
1004,05:42:11.78,182,T,159.1,17.5,7.25,0.041625,0.079495,0.09172,0.086691,0.035279,0.043149,0.047477,0.084934,0.053647,-2.4,1
1004,05:42:11.84,183,T,159.0,17.6,7.02,0.046228,0.013884,0.07291,0.055408,0.031729,0.076976,0.058365,0.074164,0.078171,17.1,1
1004,05:42:11.93,184,T,157.0,17.2,7.14,0.041065,0.044814,0.0162,0.02667,0.046121,0.065985,0.033252,0.056472,0.065245,6.3,1
1004,05:42:12.60,186,T,155.2,17.4,7.06,0.085537,0.00391,0.002896,0.014414,0.099399,0.019225,0.094835,0.032305,0.00574,13.6,1
1004,05:42:12.82,187,T,154.1,17.6,7.11,0.095156,0.077196,0.035537,0.007266,0.009845,0.020261,0.081462,0.017374,0.049081,-11.8,1
1004,05:42:12.83,188,T,153.6,17.5,7.09,0.025934,0.037366,0.047677,0.017435,0.070239,0.074748,0.014605,0.043949,0.059472,2.9,1
1004,05:42:12.87,189,T,153.4,17.4,7.36,0.028113,0.098427,0.036398,0.000423,0.08756,0.096962,0.073812,0.091507,0.097085,-18.3,1
1004,05:42:13.31,191,T,151.8,17.3,7.16,0.029466,0.006403,0.012499,0.065762,0.051636,0.08925,0.036866,0.055552,0.029785,7.2,1
1004,05:42:13.52,192,T,151.6,17.3,7.29,0.082394,0.048917,0.016806,0.008119,0.07512,0.051175,0.025695,0.038892,0.019422,9.4,1
1004,05:42:13.67,193,T,149.8,17.8,7.39,0.017763,0.023432,0.049005,0.071124,0.041388,0.012215,0.069357,0.014771,0.050126,14.9,1
1004,05:42:13.83,194,T,148.8,17.7,7.37,0.062457,0.048898,0.095941,0.094485,0.089206,0.057962,0.004481,0.028713,0.07125,-2.4,1
1004,05:42:14.85,196,T,147.6,17.3,7.15,0.018765,0.055878,0.096511,0.05904,0.014447,0.014197,0.090355,0.097106,0.054149,14.4,1
1004,05:42:14.91,197,T,147.1,17.5,7.01,0.069041,0.017,0.050833,0.036867,0.063523,0.069576,0.046403,0.050787,0.053247,-1.8,1
1004,05:42:14.95,198,T,144.5,17.2,7.37,0.084782,0.019422,0.008524,0.013984,0.079397,0.039027,0.026003,0.025846,0.027887,-6.0,1
1004,05:42:14.95,199,T,144.3,17.2,7.13,0.054682,0.0382,0.044612,0.029428,0.020671,0.066586,0.0473,0.031547,0.016421,-8.5,1
1004,05:42:15.96,201,T,142.2,17.8,7.39,0.04144,0.028998,0.080721,0.003833,0.087222,0.087383,0.002845,0.028279,0.030757,-15.7,1
1004,05:42:15.97,202,T,139.5,17.0,7.21,0.03432,0.000653,0.031294,0.008834,0.068461,0.038488,0.068604,0.048892,0.092531,2.8,1
1004,05:42:15.97,203,T,137.7,17.3,7.23,0.057486,0.038282,0.014352,0.050321,0.045903,0.024186,0.045338,0.053627,0.056482,3.9,1
1004,05:42:15.98,204,T,137.1,17.7,7.07,0.019385,0.015492,0.091916,0.019333,0.051675,0.034885,0.001716,0.050925,0.013989,2.0,1
1004,05:42:16.68,206,T,135.4,17.2,7.13,0.066003,0.023253,0.033242,0.067032,0.042114,0.022715,0.067001,0.017103,0.004526,9.8,1
1004,05:42:16.86,207,T,134.4,17.2,7.31,0.012847,0.0429,0.027744,0.095785,0.015412,0.013155,0.012501,0.020196,0.021466,-6.0,1
1004,05:42:16.90,208,T,132.8,17.4,7.32,0.051065,0.019571,0.031779,0.05221,0.014653,0.063837,0.063978,0.067243,0.015438,7.1,1
1004,05:42:16.98,209,T,132.0,17.4,7.06,0.011517,0.017716,0.017454,0.081256,0.051265,0.035927,0.082492,0.00786,0.004308,-17.8,1
1004,05:42:17.42,211,T,130.2,17.3,7.16,0.07856,0.018369,0.049515,0.069079,0.059153,0.075126,0.055316,0.030624,0.006698,-6.5,1
1004,05:42:17.60,212,T,129.9,17.9,7.22,0.052276,0.054088,0.063131,0.082615,0.076712,0.063311,0.00551,0.003743,0.096325,15.1,1
1004,05:42:17.84,213,T,129.8,17.7,7.25,0.081038,0.083013,0.031615,0.040843,0.089524,0.082428,0.071591,0.087711,0.01391,-12.4,1
1004,05:42:17.86,214,T,127.1,17.6,7.25,0.031964,0.041502,0.043752,0.058513,0.057713,0.038354,0.030465,0.02075,0.017131,6.5,1
1004,05:42:18.43,216,T,126.3,17.0,7.04,0.061733,0.015743,0.005937,0.060325,0.029142,0.029352,0.060557,0.076895,0.093861,-18.4,1
1004,05:42:18.44,217,T,126.1,17.3,7.26,0.073054,0.049685,0.051642,0.060107,0.033047,0.052403,0.051646,0.071981,0.070688,-3.1,1
1004,05:42:18.54,218,T,125.7,17.0,7.38,0.060589,0.038659,0.00347,0.001231,0.043842,0.040618,0.061979,0.053371,0.084273,-13.3,1
1004,05:42:18.86,219,T,125.6,17.5,7.22,0.059925,0.08749,0.041928,0.042209,0.056747,0.046457,0.038068,0.012242,0.084183,9.5,1
1004,05:42:19.79,221,T,119.3,17.4,7.17,0.077863,0.025141,0.044604,0.043828,0.0195,0.030836,0.020558,0.06471,0.056086,-4.7,1
1004,05:42:19.81,222,T,119.1,17.9,7.38,0.027914,0.077026,0.052594,0.054706,0.073706,0.042838,0.068569,0.066923,0.096845,1.4,1
1004,05:42:19.86,223,T,119.0,17.5,7.0,0.09122,0.01845,0.087062,0.060704,0.057417,0.034505,0.051352,0.095229,0.087679,-18.7,1
1004,05:42:19.93,224,T,118.9,17.1,7.17,0.068347,0.094107,0.09147,0.094976,0.077543,0.063795,0.086847,0.032452,0.051932,3.8,1
1004,05:42:20.95,226,T,116.4,17.7,7.33,0.033509,0.069022,0.064874,0.092713,0.04642,0.021899,0.019912,0.023122,0.05985,4.7,1
1004,05:42:20.95,227,T,116.2,17.3,7.02,0.05221,0.016868,0.03999,0.010099,0.061005,0.019893,0.003908,0.07171,0.04974,0.9,1
1004,05:42:20.96,228,T,112.9,17.5,7.19,0.020492,0.089393,0.080732,0.058791,0.01591,0.01322,0.014823,0.000886,0.040322,4.1,1
1004,05:42:20.97,229,T,112.3,17.5,7.01,0.083041,0.030079,0.049506,0.030602,0.010549,0.054197,0.053341,0.036084,0.052327,0.4,1
1004,05:42:21.46,231,T,111.0,17.9,7.12,0.083,0.002422,0.031144,0.085834,0.013928,0.002139,0.061114,0.023047,0.051059,-2.6,1
1004,05:42:21.52,232,T,110.7,17.2,7.28,0.065317,0.081328,0.077661,0.024593,0.023113,0.095309,0.085838,0.033778,0.051392,-3.6,1
1004,05:42:21.76,233,T,110.7,17.4,7.26,0.039022,0.024794,0.035662,0.099425,0.014581,0.002334,0.089122,0.030647,0.097013,-6.5,1
1004,05:42:21.79,234,T,108.5,17.9,7.07,0.067795,0.037689,0.071829,0.050142,0.091305,0.032054,0.024819,0.010998,0.067239,1.7,1
1004,05:42:22.80,236,T,104.5,17.9,7.11,0.030947,0.093625,0.053783,0.089551,0.026668,0.033683,0.030982,0.090252,0.093302,10.2,1
1004,05:42:22.83,237,T,103.6,17.4,7.24,0.004836,0.02609,0.051333,0.072415,0.016613,0.079369,0.069463,0.067191,0.02801,8.8,1
1004,05:42:22.86,238,T,103.1,17.5,7.03,0.044141,0.063809,0.005473,0.015997,0.010348,0.058714,0.015231,0.056024,0.092342,-6.0,1
1004,05:42:22.93,239,T,101.3,17.1,7.38,0.071072,0.008914,0.002603,0.046074,0.044432,0.085864,0.044387,0.092418,0.059915,9.9,1
1004,05:42:23.24,241,T,99.8,17.6,7.24,0.071495,0.070062,0.057122,0.071269,0.013133,0.033879,0.002693,0.090731,0.023057,0.9,1
1004,05:42:23.41,242,T,96.5,17.9,7.05,0.067118,0.039731,0.064876,0.050044,0.043457,0.034687,0.09893,0.004108,0.029446,-14.6,1
1004,05:42:23.88,243,T,96.1,17.3,7.37,0.081455,0.031574,0.023244,0.066736,0.097113,0.025303,0.034411,0.017942,0.070859,16.4,1
1004,05:42:23.90,244,T,100.0,17.4,7.08,0.034136,0.034976,0.02052,0.009528,0.032475,0.029244,0.037355,0.004226,0.046013,-8.9,1
1004,05:42:24.24,246,T,95.1,17.4,7.03,0.039147,0.029409,0.012412,0.04944,0.046755,0.067826,0.022018,0.013739,0.060216,-5.5,1
1004,05:42:24.34,247,T,93.9,17.6,7.13,0.063747,0.098711,0.063023,0.054392,0.073269,0.075246,0.059191,0.014856,0.058176,8.9,1
1004,05:42:24.68,248,T,92.6,17.7,7.11,0.060102,0.082233,0.058156,0.077738,0.066365,0.031429,0.015499,0.054007,0.040055,-16.6,1
1004,05:42:24.86,249,T,91.9,17.0,7.33,0.025895,0.054349,0.030403,0.010621,0.095964,0.042495,0.065885,0.030901,0.009309,15.6,1
1004,05:42:25.17,251,T,89.0,17.5,7.34,0.019938,0.029512,0.015097,0.0101,0.078543,0.017488,0.020278,0.072299,0.005627,7.1,1
1004,05:42:25.28,252,T,88.8,17.3,7.08,0.04041,0.035924,0.02752,0.066106,0.052398,0.06134,0.016806,0.015007,0.050167,5.4,1
1004,05:42:25.44,253,T,87.9,17.6,7.15,0.097472,0.082187,0.014777,0.090384,0.030149,0.031081,0.082905,0.059587,0.041752,-13.6,1
1004,05:42:25.59,254,T,86.9,17.6,7.34,0.068871,0.00047,0.062302,0.013269,0.064347,0.003312,0.099514,0.031642,0.083362,17.4,1
1004,05:42:26.35,256,T,83.8,17.5,7.37,0.001255,0.071696,0.017672,0.031372,0.039894,0.089362,0.080331,0.033844,0.077131,6.8,1
1004,05:42:26.86,257,T,83.2,17.6,7.06,0.033448,0.006816,0.054902,0.087155,0.094111,0.090586,0.051976,0.084635,0.051536,19.0,1
1004,05:42:26.93,258,T,82.2,17.0,7.34,0.068849,0.02203,0.036881,0.05661,0.068099,0.003899,0.052827,0.083422,0.075206,7.1,1
1004,05:42:26.99,259,T,81.0,17.5,7.28,0.066883,0.027715,0.016465,0.042493,0.071518,0.063811,0.034946,0.011618,0.041114,2.8,1
1004,05:42:27.81,261,T,78.8,17.2,7.18,0.011004,0.047012,0.008593,0.082202,0.066452,0.066207,0.065509,0.064934,0.044041,-6.8,1
1004,05:42:27.83,262,T,77.3,17.6,7.07,0.050575,0.032294,0.015472,0.054293,0.014632,0.06069,0.011771,0.019355,0.073782,-6.2,1
1004,05:42:27.97,263,T,76.6,17.8,7.31,0.041917,0.049931,0.029847,0.042244,0.091794,0.010151,0.035137,0.038477,0.039383,6.1,1
1004,05:42:27.99,264,T,76.1,17.6,7.12,0.044804,0.081204,0.059536,0.074004,0.079237,0.065936,0.036964,0.065146,0.038068,18.9,1
1004,05:42:28.30,266,T,74.2,17.1,7.02,0.073111,0.036574,0.075081,0.038448,0.018343,0.048446,0.005681,0.077063,0.039295,18.8,1
1004,05:42:28.51,267,T,72.2,17.4,7.26,0.083782,0.089765,0.008646,0.008543,0.02123,0.065399,0.030533,0.012889,0.076651,2.1,1
1004,05:42:28.60,268,T,71.5,17.4,7.29,0.053171,0.017837,0.041413,0.014557,0.066543,0.060971,0.074197,0.045303,0.064364,4.0,1
1004,05:42:28.88,269,T,71.0,17.4,7.03,0.057004,0.019636,0.016118,0.049114,0.051357,0.074691,0.052908,0.061951,0.024676,8.8,1
1004,05:42:29.13,271,T,69.6,17.2,7.36,0.07279,0.004372,0.078287,0.010288,0.099483,0.073725,0.052698,0.025214,0.001881,16.5,1
1004,05:42:29.91,272,T,69.1,17.6,7.18,0.032897,0.03627,0.036474,0.013487,0.022098,0.026149,0.053876,0.016425,0.073627,-8.9,1
