TEAM_ID,MISSION_TIME,PACKET_COUNT,PACKET_TYPE,MODE,TP_RELEASED,ALTITUDE,TEMPERATURE,VOLTAGE,GPS_TIME,GPS_LATITUDE,GPS_LONGITUDE,GPS_ALTITUDE,GPS_SATS,SOFTWARE_STATE,CMD_ECHO
1004,05:41:31,205,C,F,N,482.4,29,7.28,05:41:31,19.21221429,72.8283,482.4,4,6,CX_ON
1004,05:41:32,210,C,F,N,471.7,29.9,7.36,05:41:32,19.21226,72.8284,471.7,4,6,CX_ON
1004,05:41:33,215,C,F,N,459.7,30,7.39,05:41:33,19.21230571,72.8285,459.7,4,6,CX_ON
1004,05:41:34,220,C,F,N,446.9,29,7.21,05:41:34,19.21235143,72.8286,446.9,4,6,CX_ON
1004,05:41:35,225,C,F,N,439.2,29.4,7.39,05:41:35,19.21239714,72.8287,439.2,4,6,CX_ON
1004,05:41:36,230,C,F,N,424.4,29.5,7.37,05:41:36,19.21244286,72.8288,424.4,4,6,CX_ON
1004,05:41:37,235,C,F,N,417.9,29.3,7.2,05:41:37,19.21248857,72.8289,417.9,4,6,CX_ON
1004,05:41:38,240,C,F,N,410.4,29.8,7.37,05:41:38,19.21253429,72.829,410.4,4,6,CX_ON
1004,05:41:39,245,C,F,N,402.8,29.2,7.3,05:41:39,19.21258,72.8291,402.8,4,6,CX_ON
1004,05:41:40,250,C,F,N,394.6,29.5,7.26,05:41:40,19.21262571,72.8292,394.6,4,6,CX_ON
1004,05:41:41,255,C,F,N,388.9,29.7,7.25,05:41:41,19.21267143,72.8293,388.9,4,6,CX_ON
1004,05:41:42,260,C,F,N,380.7,29.2,7.37,05:41:42,19.21271714,72.8294,377.7,4,6,CX_ON
1004,05:41:43,265,C,F,N,373.5,29.4,7.33,05:41:43,19.21276286,72.8295,373.5,4,6,CX_ON
1004,05:41:44,270,C,F,N,369.2,29.1,7.35,05:41:44,19.21280857,72.8296,363.2,4,6,CX_ON
1004,05:41:45,275,C,F,N,355.2,29.4,7.37,05:41:45,19.21285429,72.8297,355.2,4,6,CX_ON
1004,05:41:46,280,C,F,N,351.3,29.5,7.32,05:41:46,19.2129,72.8298,351.3,4,6,CX_ON
1004,05:41:47,285,C,F,N,344.3,29.7,7.29,05:41:47,19.21294571,72.8299,344.3,4,6,CX_ON
1004,05:41:48,290,C,F,N,337,29.5,7.34,05:41:48,19.21299143,72.83,337,4,6,CX_ON
1004,05:41:49,295,C,F,N,327.1,29,7.29,05:41:49,19.21303714,72.8301,327.1,4,6,CX_ON
1004,05:41:50,300,C,F,N,317.8,29.6,7.36,05:41:50,19.21308286,72.8302,317.8,4,6,CX_ON
1004,05:41:51,305,C,F,N,312.2,29.7,7.26,05:41:51,19.21312857,72.8303,312.2,4,6,CX_ON
1004,05:41:52,310,C,F,N,302.7,29.4,7.21,05:41:52,19.21317429,72.8304,302.7,4,6,CX_ON
1004,05:41:53,315,C,F,R,295.6,29.8,7.25,05:41:53,19.21322,72.8305,275.6,4,6,CX_ON
1004,05:41:54,320,C,F,R,289.1,29.4,7.4,05:41:54,19.21326571,72.8306,269.1,4,6,CX_ON
1004,05:41:55,325,C,F,R,283.2,30,7.27,05:41:55,19.21331143,72.8307,263.2,4,6,CX_ON
1004,05:41:56,330,C,F,R,276.8,29,7.39,05:41:56,19.21335714,72.8308,256.8,4,6,CX_ON
1004,05:41:57,335,C,F,R,266.7,29.7,7.22,05:41:57,19.21340286,72.8309,246.7,4,6,CX_ON
1004,05:41:58,340,C,F,R,260.9,29.7,7.27,05:41:58,19.21344857,72.831,240.9,4,6,CX_ON
1004,05:41:59,345,C,F,R,252.6,29.1,7.28,05:41:59,19.21349429,72.8311,232.6,4,6,CX_ON
