TEAM_ID,MISSION_TIME,PACKET_COUNT,PACKET_TYPE,MODE,TP_RELEASED,ALTITUDE,TEMPERATURE,VOLTAGE,GPS_TIME,GPS_LATITUDE,GPS_LONGITUDE,GPS_ALTITUDE,GPS_SATS,SOFTWARE_STATE,CMD_ECHO
1004,05:41:36.46,45,C,F,N,347.0,17.8,7.39,05:41:36,37.2276,-80.4223,347.0,4,5,
1004,05:41:37.41,46,C,F,N,342.5,17.7,7.31,05:41:37,37.2276,-80.4224,342.5,4,5,
1004,05:41:38.22,47,C,F,N,337.2,17.7,7.28,05:41:38,37.2276,-80.4224,337.2,4,5,
1004,05:41:39.72,48,C,F,N,332.2,17.8,7.34,05:41:39,37.2276,-80.4224,332.2,4,5,
1004,05:41:40.63,49,C,F,N,327.2,17.5,7.28,05:41:40,37.2276,-80.4224,327.2,4,5,
1004,05:41:41.13,50,C,F,N,321.8,17.9,7.33,05:41:41,37.2276,-80.4225,321.8,4,5,
1004,05:41:42.83,51,C,F,N,317.1,17.1,7.36,05:41:42,37.2275,-80.4225,317.1,4,5,
1004,05:41:43.54,52,C,F,N,311.6,17.8,7.34,05:41:43,37.2275,-80.4225,311.6,4,5,
1004,05:41:44.34,53,C,F,N,306.4,17.1,7.38,05:41:44,37.2275,-80.4225,306.4,4,5,
1004,05:41:45.83,54,C,F,N,301.4,17.4,7.32,05:41:45,37.2275,-80.4225,301.4,4,5,
1004,05:41:46.29,55,C,F,R,296.7,17.7,7.28,05:41:46,37.2275,-80.4226,296.7,4,6,
1004,05:41:47.74,60,C,F,R,292.1,17.6,7.36,05:41:47,37.2275,-80.4226,292.1,4,6,
1004,05:41:48.10,65,C,F,R,287.0,17.2,7.31,05:41:48,37.2275,-80.4226,287.0,4,6,
1004,05:41:49.06,70,C,F,R,282.4,17.7,7.34,05:41:49,37.2275,-80.4226,282.4,4,6,
1004,05:41:50.23,75,C,F,R,277.5,17.9,7.35,05:41:50,37.2274,-80.4226,277.5,4,6,
1004,05:41:51.48,80,C,F,R,272.5,17.7,7.39,05:41:51,37.2274,-80.4226,272.5,4,6,
1004,05:41:52.59,85,C,F,R,267.9,17.9,7.31,05:41:52,37.2274,-80.4227,267.9,4,6,
1004,05:41:53.38,90,C,F,R,263.4,17.2,7.36,05:41:53,37.2274,-80.4227,263.4,4,6,
1004,05:41:54.38,95,C,F,R,258.4,17.3,7.37,05:41:54,37.2274,-80.4227,258.4,4,6,
1004,05:41:55.98,100,C,F,R,253.6,17.5,7.30,05:41:55,37.2274,-80.4227,253.6,4,6,
1004,05:41:56.68,105,C,F,R,248.3,17.5,7.29,05:41:56,37.2274,-80.4227,248.3,4,6,
1004,05:41:57.13,110,C,F,R,243.8,17.5,7.34,05:41:57,37.2274,-80.4228,243.8,4,6,
1004,05:41:58.67,115,C,F,R,239.3,17.9,7.28,05:41:58,37.2274,-80.4228,239.3,4,6,
1004,05:41:59.83,120,C,F,R,234.0,17.1,7.36,05:41:59,37.2273,-80.4228,234.0,4,6,
1004,05:42:00.85,125,C,F,R,228.8,17.6,7.36,05:42:00,37.2273,-80.4228,228.8,4,6,
1004,05:42:01.02,130,C,F,R,223.6,17.8,7.31,05:42:01,37.2273,-80.4228,223.6,4,6,
1004,05:42:02.43,135,C,F,R,219.0,17.4,7.28,05:42:02,37.2273,-80.4228,219.0,4,6,
1004,05:42:03.09,140,C,F,R,214.3,17.9,7.36,05:42:03,37.2273,-80.4229,214.3,4,6,
1004,05:42:04.05,145,C,F,R,208.8,17.8,7.36,05:42:04,37.2273,-80.4229,208.8,4,6,
1004,05:42:05.78,150,C,F,R,203.8,17.3,7.36,05:42:05,37.2273,-80.4229,203.8,4,6,
1004,05:42:06.35,155,C,F,R,198.9,17.8,7.34,05:42:06,37.2273,-80.4229,198.9,4,6,
1004,05:42:07.06,160,C,F,R,194.1,17.0,7.32,05:42:07,37.2273,-80.4229,194.1,4,6,
1004,05:42:08.02,165,C,F,R,189.0,18.0,7.39,05:42:08,37.2272,-80.423,189.0,4,6,
1004,05:42:09.93,170,C,F,R,183.8,17.9,7.35,05:42:09,37.2272,-80.423,183.8,4,6,
1004,05:42:10.56,175,C,F,R,178.3,17.9,7.34,05:42:10,37.2272,-80.423,178.3,4,6,
1004,05:42:11.56,180,C,F,R,173.1,17.1,7.33,05:42:11,37.2272,-80.423,173.1,4,6,
1004,05:42:12.37,185,C,F,R,167.8,17.2,7.33,05:42:12,37.2272,-80.423,167.8,4,6,
1004,05:42:13.22,190,C,F,R,163.3,17.9,7.29,05:42:13,37.2272,-80.423,163.3,4,6,
1004,05:42:14.80,195,C,F,R,158.7,17.1,7.38,05:42:14,37.2272,-80.4231,158.7,4,6,
1004,05:42:15.92,200,C,F,R,153.2,17.3,7.34,05:42:15,37.2272,-80.4231,153.2,4,6,
1004,05:42:16.48,205,C,F,R,147.9,17.6,7.32,05:42:16,37.2272,-80.4231,147.9,4,6,
1004,05:42:17.38,210,C,F,R,142.4,17.7,7.31,05:42:17,37.2271,-80.4231,142.4,4,6,
1004,05:42:18.31,215,C,F,R,137.4,17.2,7.37,05:42:18,37.2271,-80.4231,137.4,4,6,
1004,05:42:19.65,220,C,F,R,132.8,17.0,7.36,05:42:19,37.2271,-80.4232,132.8,4,6,
1004,05:42:20.94,225,C,F,R,127.5,17.6,7.37,05:42:20,37.2271,-80.4232,127.5,4,6,
1004,05:42:21.23,230,C,F,R,122.3,17.7,7.31,05:42:21,37.2271,-80.4232,122.3,4,6,
1004,05:42:22.76,235,C,F,R,116.8,17.1,7.35,05:42:22,37.2271,-80.4232,116.8,4,6,
1004,05:42:23.13,240,C,F,R,111.4,17.1,7.37,05:42:23,37.2271,-80.4232,111.4,4,6,
1004,05:42:24.21,245,C,F,R,106.3,17.2,7.33,05:42:24,37.2271,-80.4233,106.3,4,6,
1004,05:42:25.14,250,C,F,R,100.9,17.2,7.34,05:42:25,37.227,-80.4233,100.9,4,6,
1004,05:42:26.01,255,C,F,R,96.4,17.7,7.32,05:42:26,37.227,-80.4233,96.4,4,6,
1004,05:42:27.78,260,C,F,R,91.8,17.3,7.34,05:42:27,37.227,-80.4233,91.8,4,6,
1004,05:42:28.28,265,C,F,R,86.7,17.9,7.32,05:42:28,37.227,-80.4233,86.7,4,6,
1004,05:42:29.03,270,C,F,R,81.2,17.1,7.32,05:42:29,37.227,-80.4233,81.2,4,6,
1004,05:42:30.64,275,C,F,R,76.1,17.1,7.30,05:42:30,37.227,-80.4234,76.1,4,6,
1004,05:42:31.19,280,C,F,R,70.7,17.3,7.33,05:42:31,37.227,-80.4234,70.7,4,6,
1004,05:42:32.67,285,C,F,R,66.0,18.0,7.31,05:42:32,37.227,-80.4234,66.0,4,6,
1004,05:42:33.43,290,C,F,R,60.5,17.2,7.30,05:42:33,37.227,-80.4234,60.5,4,6,
1004,05:42:34.09,295,C,F,R,56.0,17.8,7.31,05:42:34,37.2269,-80.4234,56.0,4,6,
1004,05:42:35.51,300,C,F,R,51.5,17.1,7.34,05:42:35,37.2269,-80.4235,51.5,4,6,
1004,05:42:36.98,305,C,F,R,46.7,17.1,7.35,05:42:36,37.2269,-80.4235,46.7,4,6,
1004,05:42:37.84,310,C,F,R,42.0,17.9,7.36,05:42:37,37.2269,-80.4235,42.0,4,6,
1004,05:42:38.51,315,C,F,R,37.2,17.5,7.33,05:42:38,37.2269,-80.4235,37.2,4,6,
1004,05:42:39.87,320,C,F,R,32.6,18.0,7.34,05:42:39,37.2269,-80.4235,32.6,4,6,
1004,05:42:40.23,325,C,F,R,28.1,17.8,7.28,05:42:40,37.2269,-80.4235,28.1,4,6,
1004,05:42:41.22,330,C,F,R,23.4,17.3,7.35,05:42:41,37.2269,-80.4235,23.4,4,6,
1004,05:42:42.36,335,C,F,R,18.9,17.8,7.39,05:42:42,37.2269,-80.4235,18.9,4,6,
1004,05:42:43.20,340,C,F,R,14.3,17.2,7.28,05:42:43,37.2269,-80.4235,14.3,4,6,
1004,05:42:44.04,345,C,F,R,9.3,17.3,7.30,05:42:44,37.2269,-80.4235,9.3,4,6,
1004,05:42:45.70,350,C,F,R,4.1,17.7,7.35,05:42:45,37.2269,-80.4235,4.1,4,6,
1004,05:42:46.19,355,C,F,R,0.0,18.0,7.34,05:42:46,37.2269,-80.4235,0.0,4,7,
1004,05:42:47.29,360,C,F,R,0.0,17.8,7.30,05:42:47,37.2269,-80.4235,0.0,4,7,
