1004,05:41:17,135,T,699.1,29.3,7.25,-0.0007,0.00064,-0.00001,-0.00051,-0.00068,0.00052,-0.00074,-0.00043,0.00025,-16.27,6
1004,05:41:18,140,T,685,29.5,7.3,0.0008,-0.00053,-0.0004,0.00097,-0.0009,-0.00049,0.00083,-0.00079,0.001,-9.99,6
1004,05:41:19,145,T,665.2,29.6,7.28,0.00044,-0.00033,0.00019,0.00072,-0.00031,-0.00022,0.0002,0.00063,0.00082,5.19,6
1004,05:41:20,150,T,648.6,29,7.31,-0.00046,0.00084,0.00088,0.00074,0.00089,-0.00085,-0.00091,-0.00015,0.00062,16.58,6
1004,05:41:21,155,T,631.9,29.8,7.35,0.00069,0.00092,-0.0003,0.00062,0.00034,-0.00013,-0.00033,0.00088,0.00049,12.75,6
1004,05:41:22,160,T,618.8,29.1,7.36,-0.00037,-0.00047,-0.00034,-0.0007,-0.00024,-0.00002,0.00083,-0.0002,0.00001,2.34,6
1004,05:41:23,165,T,602.4,29.9,7.37,-0.00061,0.00049,0.0009,-0.00045,-0.00087,0.00035,0.00085,-0.00097,0.00053,6.54,6
1004,05:41:24,170,T,587.2,29.2,7.23,0.00082,0.0007,0.00079,0.00034,0.00066,0.00003,0.00062,0.00059,-0.00009,3.43,6
1004,05:41:25,175,T,571.4,29.7,7.36,0.00003,0.00021,-0.00027,-0.0001,0.0004,-0.00012,-0.00027,-0.00026,0.00026,19.5,6
1004,05:41:26,180,T,552.6,29,7.33,0.00089,-0.00082,-0.00017,0.00074,-0.00067,-0.00086,0.00057,0.00052,-0.00085,15.81,6
1004,05:41:27,185,T,537,29.7,7.34,-0.00015,0.00062,-0.00081,0.00093,-0.00023,-0.00037,-0.00075,0.00046,-0.00051,18.96,6
1004,05:41:28,190,T,522.6,29.3,7.3,-0.00011,0.00044,0.00084,-0.00009,-0.00015,0.0009,-0.00011,-0.00095,-0.00094,17.17,6
1004,05:41:29,195,T,509.1,29.8,7.37,-0.00022,0.00091,0.00078,-0.00058,0.00055,-0.00042,0.00058,-0.00041,-0.00056,-6.36,6
1004,05:41:30,200,T,498.2,29.3,7.36,-0.00076,0.00043,0.00009,0.0001,0.001,0.00034,0.00095,-0.00055,0.00093,-3.57,6
1004,05:41:31,205,T,482.4,29.2,7.36,0.0004,0.00058,-0.00091,0.00019,-0.00071,-0.00068,-0.00028,0.00081,-0.00093,-1.17,6
1004,05:41:32,210,T,471.7,29.7,7.3,-0.00084,0.0002,-0.00045,0.0008,0.00095,0.00051,0.00052,-0.00015,0.00026,7.54,6
1004,05:41:33,215,T,459.7,29.9,7.4,-0.00037,-0.00068,0.00029,0.00039,0.0008,-0.00094,-0.00046,0.00069,0.00023,5.49,6
1004,05:41:34,220,T,446.9,29.9,7.32,-0.00006,0.0001,0.00012,-0.00084,0.00068,-0.00022,-0.00045,-0.0008,-0.00007,11.32,6
1004,05:41:35,225,T,439.2,29.9,7.32,-0.00073,0.00067,-0.00018,-0.00089,0.00012,-0.00019,-0.00072,0.00002,0.0002,-8.69,6
1004,05:41:36,230,T,424.4,29.8,7.27,0.00069,0.00014,-0.00065,-0.00098,-0.00068,-0.00094,0.00091,0.00014,0.00062,15.59,6
1004,05:41:37,235,T,417.9,29,7.38,0.00052,0.00044,-0.00034,0.00015,-0.0004,-0.00099,0.00022,0.00055,-0.00012,-15.35,6
1004,05:41:38,240,T,410.4,29.1,7.25,-0.00012,-0.00057,-0.00035,-0.00068,0.00021,-0.00055,0.0001,0.00055,0.00011,-8.17,6
1004,05:41:39,245,T,402.8,29,7.29,-0.00082,0.00004,-0.0002,0.00044,0.00048,-0.00053,-0.00074,-0.0006,-0.0002,4,6
1004,05:41:40,250,T,394.6,29.2,7.21,0.00072,0.00022,0.00017,-0.0004,0.00068,-0.00038,0.00093,0.00035,0.0008,-10.78,6
1004,05:41:41,255,T,388.9,29.2,7.34,0.00072,-0.00071,0.00069,-0.00008,0.00037,0.00068,-0.00073,0.00015,-0.00085,14.71,6
1004,05:41:42,260,T,377.7,29.4,7.23,-0.0008,-0.00043,0.00091,-0.0009,-0.00033,-0.00043,0.00068,-0.00096,-0.00053,-4.66,6
1004,05:41:43,265,T,373.5,29.3,7.37,0.00007,-0.00012,-0.00067,0.00087,0.00021,0,-0.0001,-0.00031,0.00053,12.75,6
1004,05:41:44,270,T,363.2,29,7.26,-0.00016,0.00006,-0.0008,-0.00084,0.00088,0.00058,-0.00049,-0.00041,-0.00065,15.2,6
1004,05:41:45,275,T,355.2,29.4,7.3,-0.00029,0.00073,-0.00088,-0.0005,-0.00082,0.00084,-0.00033,-0.0003,-0.00082,-1.01,6
1004,05:41:46,280,T,351.3,29.3,7.38,0.00076,0.00092,-0.00008,-0.00054,0.00045,-0.00042,0.00006,0.00076,0.00027,-10.36,6
1004,05:41:47,285,T,344.3,29.5,7.29,-0.0005,-0.00037,-0.00038,-0.0005,0.00059,-0.00051,0.0009,0.00013,-0.00077,7.64,6
1004,05:41:48,290,T,337,29.4,7.26,0.00076,0.0004,-0.0009,-0.00045,0.00078,-0.00095,0.00012,-0.00082,0.00028,6.49,6
1004,05:41:49,295,T,327.1,29.7,7.2,-0.0007,0.00095,0.00096,0.00085,-0.00025,0.00068,0.00009,-0.00072,-0.00069,-19.65,6
1004,05:41:50,300,T,317.8,29.4,7.3,0.00085,0.0009,0,0.00053,0.00025,-0.00072,0.00093,-0.00075,0.00092,-13.78,6
1004,05:41:51,305,T,312.2,29.2,7.24,-0.00099,0.00024,-0.00092,0.00068,-0.00049,0.00043,-0.00089,-0.00093,-0.00085,19.5,6
1004,05:41:52,310,T,302.7,29.9,7.37,0.00058,0.00031,0.00031,0.00045,-0.00093,-0.00075,-0.00056,-0.00087,-0.00018,11.34,6
1004,05:41:53,315,T,275.6,29,7.29,-0.00008,0.00066,0.0008,-0.00022,0.00016,-0.00038,0.0001,0.00045,0.00021,6.55,6
1004,05:41:54,320,T,269.1,29.8,7.33,-0.00015,0.00093,0.00088,0.00033,-0.00051,-0.00051,-0.00024,-0.00056,-0.00098,0.71,6
1004,05:41:55,325,T,263.2,29,7.26,0.00086,0.00069,0.00039,-0.00076,0.00082,0.00062,-0.00038,0.00082,-0.00078,5.1,6
1004,05:41:56,330,T,256.8,29,7.29,-0.00066,0.00072,-0.00047,-0.00041,-0.00095,0.00097,-0.0006,-0.00078,-0.0005,-6.38,6
1004,05:41:57,335,T,246.7,29.3,7.21,-0.00077,0.001,-0.00074,0.00007,-0.00012,-0.00067,0.00052,-0.00053,0.00001,-1.28,6
1004,05:41:58,340,T,240.9,29.5,7.29,-0.00078,0.00033,0.00027,0.001,-0.00003,-0.0006,-0.00078,0.00046,0.00069,16.96,6
1004,05:41:59,345,T,232.6,29.9,7.21,-0.00013,0.00042,0.00068,-0.00029,-0.0008,-0.00082,0.00038,0.00061,-0.00017,-12.48,6
